"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Sep 23 21:06:41 UTC 2026","Wed Sep 23 21:06:41 UTC 2026","16","","UI","","HomeControllerTests","Home_Index_Default_ReturnsPagedModel","Home_Index_Default_ReturnsPagedModel","What: Verify default Index returns a paged catalog model.
Steps:
1) Call Index with page=1,pageSize=3.
Expected: ViewResult with model having 3 items, total>=3, page=1."
"passed","Wed Sep 23 21:05:20 UTC 2026","Wed Sep 23 21:05:20 UTC 2026","0","","Integration","","ProductRepositoryTests","Repository_GetAllSocks_Returns_ExpectedCount","Repository_GetAllSocks_Returns_ExpectedCount","What: Verify legacy in-memory repository returns non-empty list.
Steps:
1) Call ProductRepository.GetAllSocks().
Expected: Count >= 8."
"passed","Wed Sep 23 21:05:20 UTC 2026","Wed Sep 23 21:05:20 UTC 2026","1","","Integration","","ProductsApiBehaviorTests","ProductsApi_Sort_NameDesc_And_PriceAsc","ProductsApi_Sort_NameDesc_And_PriceAsc","What: Verify sort by name_desc and price_asc produce correct ordering.
Steps:
1) Call sort='name_desc'.
2) Call sort='price_asc'.
Expected: Lists are ordered accordingly."
"passed","Wed Sep 23 21:05:18 UTC 2026","Wed Sep 23 21:05:18 UTC 2026","0","","Integration","","ApiDependenciesRepoAndServiceTests","LegacyRepository_Basics","LegacyRepository_Basics","What: Legacy repository basic behaviors (API dependency).
Steps:
1) GetAllSocks -> count>=8.
2) GetSockById(1) not null; (-1) null."
"passed","Wed Sep 23 21:06:02 UTC 2026","Wed Sep 23 21:06:23 UTC 2026","20935","","UI","","CatalogUiTests","Catalog_InvalidSearch_NoCrash","Catalog_InvalidSearch_NoCrash","What: Invalid search query should not break the page.
Steps:
1) Open home with q containing special characters.
Expected: Page loads (either cards or 'NoItems' alert). No crash."
"passed","Wed Sep 23 21:05:20 UTC 2026","Wed Sep 23 21:05:20 UTC 2026","3","","Unit","","JsonProductRepositoryUnitTests","JsonRepository_CRUD_Works","JsonRepository_CRUD_Works","What: Validate JSON repository CRUD flow (unit style).
Steps:
1) Create repo with temp path (seed from legacy).
2) Add new sock; update description; delete.
Expected: Operations succeed accordingly."
"passed","Wed Sep 23 21:05:18 UTC 2026","Wed Sep 23 21:05:18 UTC 2026","9","","Integration","","ApiDependenciesMiscTests","JsonRepository_UpdateDelete_ReturnsFalse_WhenUnknown","JsonRepository_UpdateDelete_ReturnsFalse_WhenUnknown","What: Json repository returns false on update/delete unknown (API dependency).
Steps:
1) Create repo; call Update/Delete with missing id.
Expected: Returns false."
"passed","Wed Sep 23 21:05:19 UTC 2026","Wed Sep 23 21:05:19 UTC 2026","50","","Integration","","AppEndpointsTests","Cart_AddToCart_Redirects_To_ReturnUrl","Cart_AddToCart_Redirects_To_ReturnUrl","What: AddToCart redirects back to returnUrl when provided and local.
Steps:
1) Disable auto-redirect; GET '/Cart/AddToCart?id=1&returnUrl=/'
Expected: 302 with Location header '/'."
"passed","Wed Sep 23 21:05:18 UTC 2026","Wed Sep 23 21:05:18 UTC 2026","20","","Integration","","ApiDependenciesMiddlewareTests","ConcurrencyLimiter_Returns429_WhenSaturated","ConcurrencyLimiter_Returns429_WhenSaturated","What: Concurrency limiter returns 429 when saturated (API dependency).
Steps:
1) MaxConcurrentRequests=1; hold first request; invoke second.
Expected: Second response status is 429."
"passed","Wed Sep 23 21:06:41 UTC 2026","Wed Sep 23 21:06:41 UTC 2026","6","","UI","","LegalAndLocalizationControllerTests","Localization_Set_WritesCookie_AndRedirects","Localization_Set_WritesCookie_AndRedirects","What: Verify Localization.Set writes culture cookie and redirects locally.
Steps:
1) Call Set('ru','/').
Expected: Response 'Set-Cookie' contains .AspNetCore.Culture; LocalRedirect result."
"passed","Wed Sep 23 21:06:26 UTC 2026","Wed Sep 23 21:06:27 UTC 2026","997","","UI","","CheckoutUiTests","Checkout_Form_Displays","Checkout_Form_Displays","What: Checkout form displays.
Steps: 1) Navigate to /Checkout.
Expected: Inputs for name/email/address/city/postal/country and Review button visible."
"passed","Wed Sep 23 21:05:20 UTC 2026","Wed Sep 23 21:05:20 UTC 2026","1","","Integration","","ProductsApiControllerTests","ProductsApi_GetAll_Respects_IfNoneMatch_Returns304","ProductsApi_GetAll_Respects_IfNoneMatch_Returns304","What: Validate If-None-Match behavior for GetAllProducts.
Steps:
1) First call to obtain ETag.
2) Second call with If-None-Match header.
Expected: ETag is stable; status is either 200 or 304 (environment dependent)."
"passed","Wed Sep 23 21:05:19 UTC 2026","Wed Sep 23 21:05:19 UTC 2026","81","","Integration","","AppEndpointsTests","Cart_Json_Actions_Work","Cart_Json_Actions_Work","What: Cart JSON endpoints work via Accept header.
Steps:
1) GET '/Cart/AddToCart?id=1' with Accept: application/json.
2) GET '/Cart/RemoveFromCart?id=1' with Accept: application/json.
Expected: 200; JSON contains totals and item block."
"passed","Wed Sep 23 21:05:18 UTC 2026","Wed Sep 23 21:05:18 UTC 2026","20","","Integration","","ApiDependenciesMiscTests","RequestMetrics_EmptySnapshot_Zeros","RequestMetrics_EmptySnapshot_Zeros","What: RequestMetrics empty snapshot returns zero percentiles.
Steps:
1) Snapshot without records.
Expected: p50==0; samples==0."
"passed","Wed Sep 23 21:05:20 UTC 2026","Wed Sep 23 21:05:20 UTC 2026","0","","Unit","","LegalAndLocalizationUnitTests","Localization_Set_NonLocalUrl_FallsBackToHome","Localization_Set_NonLocalUrl_FallsBackToHome","What: Non-local returnUrl should fallback to Home/Index.
Steps:
1) Call Set('en','http://evil.com').
Expected: LocalRedirect to '/'."
"passed","Wed Sep 23 21:05:20 UTC 2026","Wed Sep 23 21:05:20 UTC 2026","0","","Unit","","ProductCatalogLocalizerTests","Localizer_Single_English_Default_NoChange","Localizer_Single_English_Default_NoChange","What: Verify EN localization leaves product unchanged.
Steps:
1) Create English sock.
2) Localize with 'en'.
Expected: Name equals original English name."
"passed","Wed Sep 23 21:05:20 UTC 2026","Wed Sep 23 21:05:20 UTC 2026","1","","Integration","","MiddlewareTests","Middleware_FreeTier_BlockAll_Returns503_ExceptAllowlisted","Middleware_FreeTier_BlockAll_Returns503_ExceptAllowlisted","What: Verify FreeTierGuardMiddleware blocks all except allowlisted paths.
Steps:
1) Configure options: Enabled=true, BlockAllTraffic=true, AllowPaths=['/healthz'].
2) Call middleware for '/' and '/healthz'.
Expected: '/' returns 503; '/healthz' passes to next."
"passed","Wed Sep 23 21:05:21 UTC 2026","Wed Sep 23 21:05:21 UTC 2026","0","","Unit Tests","","SessionHelperTests","SessionHelpers_SetAndGet_SerializesShoppingCart","SessionHelpers_SetAndGet_SerializesShoppingCart","What: Verify session Set/Get helpers serialize ShoppingCart.
Steps:
1) Create cart with two items; session.Set(""Cart"", cart).
2) session.Get<ShoppingCart>(""Cart"").
Expected: Not null; total items equals 2."
"passed","Wed Sep 23 21:05:57 UTC 2026","Wed Sep 23 21:05:58 UTC 2026","1153","","UI","","CatalogUiMoreTests","Catalog_Reset_Filters","Catalog_Reset_Filters","What: Reset filters and sorting.
Steps:
1) Apply price range; click Reset.
Expected: Card count is restored/increases (smoke check)."
"passed","Wed Sep 23 21:06:41 UTC 2026","Wed Sep 23 21:06:41 UTC 2026","4","","UI","","ProductsControllerTests","Products_Details_ReturnsNotFound_WhenMissing","Products_Details_ReturnsNotFound_WhenMissing","What: Verify 'Details' returns NotFound for a missing product.
Steps:
1) Call Details with invalid id (-1).
Expected: NotFoundResult."
"passed","Wed Sep 23 21:05:20 UTC 2026","Wed Sep 23 21:05:20 UTC 2026","0","","Unit","","ProductCatalogLocalizerTests","Localizer_List_Russian_Overrides_NameOrDescription","Localizer_List_Russian_Overrides_NameOrDescription","What: Verify RU localization overrides product fields as expected.
Steps:
1) Build a list with one English item.
2) Localize with 'ru'.
Expected: Name or description differs from English."
"passed","Wed Sep 23 21:05:20 UTC 2026","Wed Sep 23 21:05:20 UTC 2026","1","","Unit","","CartControllerJsonUnitTests","Cart_RemoveFromCart_ReturnsJson_AndStopsAtOne","Cart_RemoveFromCart_ReturnsJson_AndStopsAtOne","What: Verify RemoveFromCart returns JSON payload and does not reduce below 1 when quantity==1.
Steps:
1) Add same item twice; remove once via RemoveFromCart.
Expected: Remaining quantity is 1 in JSON; totals reflect change."
"passed","Wed Sep 23 21:05:24 UTC 2026","Wed Sep 23 21:05:29 UTC 2026","5287","","UI","","CartUiTests","Cart_Decrement_Quantity_Decreases_By_One","Cart_Decrement_Quantity_Decreases_By_One","What: Decrement quantity via '-' button.
Steps:
1) Add two items; go to cart.
2) Click '-' and observe quantity.
Expected: Quantity decreases by 1."
"passed","Wed Sep 23 21:05:18 UTC 2026","Wed Sep 23 21:05:18 UTC 2026","4","","Integration","","ApiDependenciesMiddlewareTests","FreeTier_BlockAll_ExceptAllowlisted","FreeTier_BlockAll_ExceptAllowlisted","What: FreeTier guard blocks except allowlisted (API dependency).
Steps:
1) Enabled=true, BlockAll=true, AllowPaths=['/healthz'].
Expected: '/' -> 503; '/healthz' passes."
"passed","Wed Sep 23 21:05:20 UTC 2026","Wed Sep 23 21:05:20 UTC 2026","0","","Integration","","ProductsApiBehaviorTests","ProductsApi_GetById_NotFound_ForUnknown","ProductsApi_GetById_NotFound_ForUnknown","What: Unknown product id returns 404.
Steps:
1) Call GetProduct(-1).
Expected: NotFound."
"passed","Wed Sep 23 21:05:20 UTC 2026","Wed Sep 23 21:05:20 UTC 2026","2","","Unit","","CheckoutControllerUnitFlowTests","Checkout_Review_Behaves_AsExpected","Checkout_Review_Behaves_AsExpected","What: Review returns view when draft exists; otherwise redirects to Index.
Steps:
1) Without draft -> redirect.
2) With draft -> view.
Expected: Behaviors as described."
"passed","Wed Sep 23 21:05:20 UTC 2026","Wed Sep 23 21:05:20 UTC 2026","0","","Integration","","ProductsApiBehaviorTests","ProductsApi_304_On_IfModifiedSince_List","ProductsApi_304_On_IfModifiedSince_List","What: If-Modified-Since forces 304 on list when unchanged.
Steps:
1) First call to capture Last-Modified.
2) Second call with If-Modified-Since set to same value.
Expected: 304."
"passed","Wed Sep 23 21:05:18 UTC 2026","Wed Sep 23 21:05:18 UTC 2026","112","","Integration","","ApiDependenciesHelpersTests","Currency_Eur_Formats","Currency_Eur_Formats","What: Currency.Eur produces a string with euro symbol or code (API dependency).
Steps:
1) Format 12.34m.
Expected: Result contains '€' or 'EUR'."
"passed","Wed Sep 23 21:05:18 UTC 2026","Wed Sep 23 21:05:18 UTC 2026","36","","Integration","","ApiDependenciesControllersSmokeTests","HomeController_Index_Smoke","HomeController_Index_Smoke","What: HomeController Index basic smoke (API dependency).
Steps:
1) Call Index with default parameters.
Expected: ViewResult with model."
"passed","Wed Sep 23 21:05:20 UTC 2026","Wed Sep 23 21:05:20 UTC 2026","1","","Unit","","MiddlewareUnitTests","Middleware_FreeTier_BlockAll_Returns503_ExceptAllowlisted","Middleware_FreeTier_BlockAll_Returns503_ExceptAllowlisted","What: Verify FreeTierGuardMiddleware blocks all except allowlisted paths.
Steps:
1) Configure options: Enabled=true, BlockAllTraffic=true, AllowPaths=['/healthz'].
2) '/' -> 503; '/healthz' -> next()."
"passed","Wed Sep 23 21:05:20 UTC 2026","Wed Sep 23 21:05:20 UTC 2026","2","","Unit","","ProductsApiControllerUnitTests","Api_GetAllProducts_ReturnsJson_WithCachingHeaders","Api_GetAllProducts_ReturnsJson_WithCachingHeaders","What: Cover filtering/sorting/paging for GetAllProducts and validate headers.
Steps:
1) Call GetAllProducts with q/min/max/sort/culture.
2) Capture ETag and Last-Modified headers.
Expected: ContentResult JSON; headers present."
"passed","Wed Sep 23 21:05:20 UTC 2026","Wed Sep 23 21:05:20 UTC 2026","1","","Unit","","OrderTests","Total_Sums_OrderItem_Subtotals","Total_Sums_OrderItem_Subtotals",""
"passed","Wed Sep 23 21:05:21 UTC 2026","Wed Sep 23 21:05:21 UTC 2026","0","","Unit Tests","","ShoppingCartUnitTests","Cart_SetQuantityZero_RemovesItem","Cart_SetQuantityZero_RemovesItem","What: Setting quantity to zero removes the item from the cart.
Steps:
1) Add one item to cart.
2) SetQuantity(id, 0).
Expected: Item removed; count equals 0."
"passed","Wed Sep 23 21:05:20 UTC 2026","Wed Sep 23 21:05:20 UTC 2026","6","","Unit","","CheckoutControllerUnitFlowTests","Checkout_GetIndex_ReturnsView","Checkout_GetIndex_ReturnsView","What: Verify GET /Checkout returns a view with default model.
Steps:
1) Call Index().
Expected: ViewResult with CheckoutViewModel."
"passed","Wed Sep 23 21:05:18 UTC 2026","Wed Sep 23 21:05:18 UTC 2026","2","","Integration","","ApiDependenciesMiscTests","ProductRepository_Static_Basics","ProductRepository_Static_Basics","What: Static ProductRepository returns items (API dependency).
Steps:
1) Call GetAllSocks; GetSockById(1).
Expected: Non-empty list; non-null item for id=1."
"passed","Wed Sep 23 21:05:59 UTC 2026","Wed Sep 23 21:06:00 UTC 2026","986","","UI","","CatalogUiMoreTests","Catalog_Sort_Name_Desc_Orders_Correctly","Catalog_Sort_Name_Desc_Orders_Correctly","What: Sort by name descending via UI button.
Steps: 1) Open Home; 2) Click 'name_desc'.
Expected: Names are in non-increasing order."
"passed","Wed Sep 23 21:05:20 UTC 2026","Wed Sep 23 21:05:20 UTC 2026","0","","Integration","","ProductsApiBehaviorTests","ProductsApi_Etag_And_304_OnItem","ProductsApi_Etag_And_304_OnItem","What: ETag and 304 flow on item endpoint.
Steps:
1) GetProduct(1) to obtain ETag.
2) Repeat with If-None-Match.
Expected: 304 on second call."
"passed","Wed Sep 23 21:05:20 UTC 2026","Wed Sep 23 21:05:20 UTC 2026","54","","Integration","","AppEndpointsTests","Products_Details_Returns_Ok","Products_Details_Returns_Ok","What: Product details page returns 200.
Steps:
1) GET '/Products/Details/1'.
Expected: 200 OK."
"passed","Wed Sep 23 21:05:20 UTC 2026","Wed Sep 23 21:05:20 UTC 2026","2","","Unit","","CheckoutControllerUnitFlowTests","Checkout_PostIndex_Invalid_ReturnsView","Checkout_PostIndex_Invalid_ReturnsView","What: Posting with honeypot/empty cart yields ModelState errors and returns view.
Steps:
1) Post Index with Website filled or empty cart.
Expected: ModelState invalid; returns View."
"passed","Wed Sep 23 21:05:20 UTC 2026","Wed Sep 23 21:05:20 UTC 2026","0","","Unit","","ModelsAndOptionsTests","ErrorViewModel_ShowRequestId_ReflectsRequestId","ErrorViewModel_ShowRequestId_ReflectsRequestId","What: Verify ShowRequestId reflects whether RequestId is set.
Steps:
1) Create ErrorViewModel with null and non-null RequestId.
Expected: null => false; non-null => true."
"passed","Wed Sep 23 21:05:21 UTC 2026","Wed Sep 23 21:05:21 UTC 2026","51","","Integration","","SecurityAndLocalizationTests","Products_Details_Localized_RU","Products_Details_Localized_RU","What: Ensure RU culture cookie affects product details localization.
Steps:
1) GET '/Products/Details/1' with '.AspNetCore.Culture=c=ru|uic=ru'.
Expected: The page contains Russian localized strings."
"passed","Wed Sep 23 21:06:38 UTC 2026","Wed Sep 23 21:06:39 UTC 2026","1145","","UI","","HeaderFooterUiTests","HeaderCartSummary_Updates_OnAdd","HeaderCartSummary_Updates_OnAdd","What: Cart summary updates near header icon.
Steps:
1) Read counter and total.
2) Add item from catalog.
Expected: Counter or total changes (increments)."
"passed","Wed Sep 23 21:05:29 UTC 2026","Wed Sep 23 21:05:41 UTC 2026","11562","","UI","","CartUiTests","Cart_Delete_Removes_Item_And_Empty_State","Cart_Delete_Removes_Item_And_Empty_State","What: Deleting item empties cart when single item present.
Steps:
1) Add item; go to cart.
2) Click trash button.
Expected: Cart becomes empty (info alert visible)."
"passed","Wed Sep 23 21:05:20 UTC 2026","Wed Sep 23 21:05:20 UTC 2026","47","","Integration","","AppEndpointsTests","Status_Endpoint_AllowsOnly_Allowlist","Status_Endpoint_AllowsOnly_Allowlist","What: Status endpoint is IP-restricted.
Steps:
1) GET '/_status'.
Expected: 200 JSON on allowlist or 403 otherwise."
"passed","Wed Sep 23 21:05:20 UTC 2026","Wed Sep 23 21:05:20 UTC 2026","1","","Unit","","CartControllerNavigationUnitTests","Cart_AddToCart_LocalReturnUrl_Redirects","Cart_AddToCart_LocalReturnUrl_Redirects","What: When returnUrl is local, AddToCart redirects there.
Steps:
1) Call AddToCart with returnUrl='/?q=x'.
Expected: LocalRedirect to '/?q=x'."
"passed","Wed Sep 23 21:05:20 UTC 2026","Wed Sep 23 21:05:20 UTC 2026","2","","Integration","","MiddlewareTests","Middleware_ConcurrencyLimiter_Returns429_WhenSaturated","Middleware_ConcurrencyLimiter_Returns429_WhenSaturated","What: Ensure ConcurrencyLimiterMiddleware returns 429 when saturated.
Steps:
1) Set MaxConcurrentRequests=1; hold first request.
2) Start second request.
Expected: Second returns 429 Too Many Requests."
"passed","Wed Sep 23 21:05:20 UTC 2026","Wed Sep 23 21:05:20 UTC 2026","0","","Unit","","ProductsAndHomeUnitTests","Home_Privacy_ReturnsView","Home_Privacy_ReturnsView","What: Home.Privacy returns a view.
Steps:
1) Call Privacy().
Expected: ViewResult."
"passed","Wed Sep 23 21:05:20 UTC 2026","Wed Sep 23 21:05:20 UTC 2026","0","","Integration","","ProductsApiBehaviorTests","ProductsApi_Item_SetsCachingHeaders","ProductsApi_Item_SetsCachingHeaders","What: Item endpoint sets caching headers.
Steps:
1) Call GetProduct(1).
Expected: ETag and Last-Modified present."
"passed","Wed Sep 23 21:06:00 UTC 2026","Wed Sep 23 21:06:01 UTC 2026","950","","UI","","CatalogUiMoreTests","Catalog_Sort_Price_Asc_Orders_Correctly","Catalog_Sort_Price_Asc_Orders_Correctly","What: Sort by price ascending via UI button.
Steps: 1) Open Home; 2) Click 'price_asc'.
Expected: Prices are in non-decreasing order."
"passed","Wed Sep 23 21:05:20 UTC 2026","Wed Sep 23 21:05:20 UTC 2026","0","","Unit","","ProductsApiControllerUnitTests","Api_GetProduct_Json_And_304_OnEtag","Api_GetProduct_Json_And_304_OnEtag","What: Validate GetProduct returns JSON and honors 304 via ETag.
Steps:
1) Call GetProduct(1) to obtain ETag.
2) Call again with If-None-Match.
Expected: First returns 200 JSON; second sets 304."
"passed","Wed Sep 23 21:06:43 UTC 2026","Wed Sep 23 21:06:44 UTC 2026","987","","UI","","ProductUiTests","ProductDetails_DisplaysKeyElements","ProductDetails_DisplaysKeyElements","What: Product details page shows key elements.
Steps:
1) Open first product details.
Expected: Image, name, description, price, 'Add to Cart', 'Back to Catalog' visible."
